idColaborador,Fecha,Sucursal,Puesto,Motivo,Ticket,AreaBuscada,Mes,Dia,CodigoAreaBuscada
12420,2024-10-04,CENTRAL CAMIONERA,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,10,4,1
9536,2024-10-04,CHIHUAHUA CHURUBUSCO,ASESOR MOSTRADOR,Hablar con ch,0,Administración de personal ,10,4,1
7329,2024-10-04,COLIMA,COORDINADOR DE MOSTRADOR,Nómina,0,Administración de personal ,10,4,1
9126,2024-10-07,QUERETARO LUIS PASTEUR,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,10,7,1
3509,2024-10-07,CAMPECHE,ASESOR DE VENTAS REFACCIONARIAS,Consulta caratula,0,Administración de personal ,10,7,1
10152,2024-10-07,ENSENADA BCS,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,10,7,1
12348,2024-10-07,LEON ALDAMA,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Administración de personal ,10,7,1
9101,2024-10-07,COLIMA,PROMOTOR DE VENTAS,Duda cálculo KPI,0,Administración de personal ,10,7,1
4251,2024-10-07,COLONIA JALISCO,ASESOR MOSTRADOR,Cuenta workplace,174524,Administración de personal ,10,7,1
5491,2024-10-07,PUEBLA CAPU,EJECUTIVO DE LOGISTICA,Nómina,0,Administración de personal ,10,7,1
11589,2024-10-07,ESCOBEDO,ASESOR DE MOSTRADOR TEMPORAL,Reposición de gafete,0,Administración de personal ,10,7,1
8655,2024-10-07,ADOLF HORN,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,7,5
3005,2024-10-07,TESISTAN,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,7,2
11204,2024-10-07,GUADALUPE,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Nómina,0,Administración de personal ,10,7,1
7356,2024-10-07,PUEBLA CAPU,CHOFER SUCURSAL,Solicitar beneficio,0,Compensaciones y Beneficios ,10,7,2
6244,2024-10-07,TOLUCA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,7,5
7724,2024-10-07,TAPACHULA MOTOPARTES,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,7,2
12468,2024-10-07,CENTRAL CAMIONERA,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,7,5
8865,2024-10-07,CD VALLES SLP,GERENTE UNIDAD DE NEGOCIO,Contabilidad,0,Administración de personal ,10,7,1
11553,2024-10-07,PACHUCA,MOTOCICLETA DE SUCURSAL TEMPORAL,Reposición de uniforme y epp,174795,Uniformes y EPP,10,7,5
10813,2024-10-07,SALTILLO,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,7,5
7561,2024-10-08,ACAPULCO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
10432,2024-10-08,DURANGO,MOTOCICLETA DE SUCURSAL TEMPORAL,Hablar con ch,0,Administración de personal ,10,8,1
9378,2024-10-08,OJO DE AGUA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,175014,Uniformes y EPP,10,8,5
10795,2024-10-08,OJO DE AGUA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,174877,Uniformes y EPP,10,8,5
12457,2024-10-08,PLAYA DEL CARMEN,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,10,8,1
11853,2024-10-08,CHALCO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,10,8,1
5945,2024-10-08,DURANGO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,10,8,1
8697,2024-10-08,CAPITAL HUMANO,EJECUTIVO DE UNIFORMES Y EPP ,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
5036,2024-10-08,CENTRAL CAMIONERA,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
8868,2024-10-08,DURANGO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de gafete,0,Administración de personal ,10,8,1
128,2024-10-08,CENTRAL CAMIONERA,COBRADOR,Reposición de uniforme y epp,175391,Uniformes y EPP,10,8,5
4508,2024-10-08,LEON HIDALGO,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
5945,2024-10-08,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,0,Administración de personal ,10,8,1
5945,2024-10-08,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175114,Uniformes y EPP,10,8,5
11422,2024-10-08,PLANEACION DE LA DEMANDA,PLANEADOR DE LA DEMANDA,Reposición de uniforme y epp,175115,Uniformes y EPP,10,8,5
1933,2024-10-08,VILLAHERMOSA PERIFERICO,GERENTE REGIONAL EMPRESAS,Consulta caratula,0,Administración de personal ,10,8,1
8956,2024-10-08,PUEBLA REFORMA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
6654,2024-10-08,TULTITLAN,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de personal ,10,8,1
9556,2024-10-08,LOS CABOS AUTEX,ASESOR MOSTRADOR,Consulta caratula,0,Administración de personal ,10,8,1
9412,2024-10-08,PUEBLA REFORMA,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,10,8,1
11201,2024-10-08,LOS MOCHIS,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,8,2
10100,2024-10-08,CULIACAN FCO I MADERO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,175255,Uniformes y EPP,10,8,5
7409,2024-10-08,VALLEJO,ASESOR MOSTRADOR,Reposición de uniforme y epp,175251,Uniformes y EPP,10,8,5
12150,2024-10-08,QUERETARO LUIS PASTEUR,CHOFER SUCURSAL,Reposición de tarjeta vales,0,Administración de personal ,10,8,1
12452,2024-10-08,CEDIS,AUXILIAR DE GARANTIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
12410,2024-10-08,TEHUACAN PUEBLA,MOTOCICLETA DE SUCURSAL TEMPORAL,Reposición de uniforme y epp,175254,Uniformes y EPP,10,8,5
1968,2024-10-08,MESA DE GESTION,ANALISTA DE DATOS,Duda sobre bono,0,Compensaciones y Beneficios ,10,8,2
12508,2024-10-08,DIVISION MOTOPARTES,GERENTE TERRITORIAL MOTOPARTES,Reposición de uniforme y epp,0,Uniformes y EPP,10,8,5
9627,2024-10-08,LEON HIDALGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175848,Uniformes y EPP,10,8,5
5055,2024-10-09,CAPITAL HUMANO,COORDINADOR REGIONAL DE CAPITAL HUMANO,Plan de pensión,0,Compensaciones y Beneficios ,10,9,2
11152,2024-10-09,HERMOSILLO PERIFERICO,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,10,9,5
11693,2024-10-09,FEDERALISMO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,9,5
5491,2024-10-09,PUEBLA CAPU,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,10,9,1
8085,2024-10-09,CULIACAN BLVD ZAPATA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,9,5
9138,2024-10-09,URUAPAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175394,Uniformes y EPP,10,9,5
6004,2024-10-09,BELISARIO DOMINGUEZ,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Administración de personal ,10,9,1
8953,2024-10-09,MINATITLAN,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,9,2
5788,2024-10-09,NUEVO LAREDO,CHOFER SUCURSAL,Hablar con ch,0,Administración de personal ,10,9,1
11400,2024-10-09,FORUM TLAQUEPAQUE,PROMOTOR DE VENTAS,Reposición de uniforme y epp,175847,Uniformes y EPP,10,9,5
9025,2024-10-09,MORELIA MADERO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175944,Uniformes y EPP,10,9,5
9146,2024-10-09,LEON TORRES LANDA,COORDINADOR DE MOSTRADOR,Hablar con ch,0,Administración de personal ,10,9,1
12358,2024-10-09,MANZANILLO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Administración de personal ,10,9,1
10520,2024-10-09,ZAMORA,AYUDANTE MULTIFUNCIONAL,Hablar con ch,0,Administración de personal ,10,9,1
11422,2024-10-09,PLANEACION DE LA DEMANDA,PLANEADOR DE LA DEMANDA,Reposición de uniforme y epp,175115,Uniformes y EPP,10,9,5
12427,2024-10-09,VILLAHERMOSA PERIFERICO,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,10,9,1
2482,2024-10-09,PUEBLA BUGAMBILIAS,ASESOR DE VENTAS REFACCIONARIAS,Universidad Apymsa ,0,Universidad Apymsa ,10,9,6
12412,2024-10-10,CHALCO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
10388,2024-10-10,PUEBLA BUGAMBILIAS,EJECUTIVO DE LOGISTICA,Nómina,0,Administración de personal ,10,10,1
11273,2024-10-10,REYNOSA,GERENTE UNIDAD DE NEGOCIO,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
11198,2024-10-10,OJO DE AGUA,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
5519,2024-10-10,TAPACHULA MOTOPARTES,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,175931,Uniformes y EPP,10,10,5
5606,2024-10-10,ACAPULCO,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
11953,2024-10-10,HERMOSILLO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
7931,2024-10-10,URUAPAN,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
7950,2024-10-10,QUERETARO NACION,ASESOR DE VENTAS EMPRESAS,Nómina,0,Administración de personal ,10,10,1
6876,2024-10-10,CD JUAREZ LA RAZA,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
7367,2024-10-10,VILLAHERMOSA PERIFERICO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
9645,2024-10-10,TUXTLA PANAMERICANA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175914,Uniformes y EPP,10,10,5
3135,2024-10-10,MEXICALI,ASESOR DE VENTAS REFACCIONARIAS,Reposición de gafete,0,Administración de personal ,10,10,1
11275,2024-10-10,LEON HIDALGO,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,164561,Uniformes y EPP,10,10,5
5288,2024-10-10,SAN JUAN DEL RIO,ASESOR DE VENTAS EMPRESAS,Consulta caratula,0,Compensaciones y Beneficios ,10,10,2
11854,2024-10-10,URUAPAN,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
5945,2024-10-10,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,175114,Uniformes y EPP,10,10,5
9852,2024-10-10,DURANGO,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
10891,2024-10-10,CEDIS,AUXILIAR DE EMPAQUE,Reposición de uniforme y epp,176265,Uniformes y EPP,10,10,5
8548,2024-10-10,IRAPUATO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
8868,2024-10-10,DURANGO,COORDINADOR DE ALMACEN Y LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
10208,2024-10-10,MERIDA ORIENTE,ASESOR DE MOSTRADOR TEMPORAL,Nómina,0,Administración de personal ,10,10,1
8783,2024-10-10,COATZACOALCOS,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
5706,2024-10-10,ECATEPEC,ASESOR MOSTRADOR,Reposición de uniforme y epp,175932,Uniformes y EPP,10,10,5
10849,2024-10-10,TORREON,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
7266,2024-10-10,IRAPUATO,EJECUTIVO DE LOGISTICA,Nómina,0,Administración de personal ,10,10,1
5945,2024-10-10,DURANGO,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de personal ,10,10,1
8314,2024-10-10,ACAPULCO CONSTITUYENTES,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
12298,2024-10-10,CANCUN PORTILLO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,17628,Uniformes y EPP,10,10,5
8445,2024-10-10,SAN JUAN DEL RIO,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
12150,2024-10-10,QUERETARO LUIS PASTEUR,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
10872,2024-10-10,SAN LUIS,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
9130,2024-10-10,MERIDA MEXICO,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
11565,2024-10-10,SAN LUIS RIO COLORADO (SONORA),ASESOR DE MOSTRADOR TEMPORAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
12449,2024-10-10,CUERNAVACA,AYUDANTE MULTIFUNCIONAL,Universidad Apymsa ,0,Universidad Apymsa ,10,10,6
6636,2024-10-10,QUERETARO LUIS PASTEUR,PROMOTOR DE VENTAS,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
12515,2024-10-10,GOMEZ PALACIO,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
12371,2024-10-10,TULANCINGO,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
10390,2024-10-10,APODACA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,10,5
9338,2024-10-10,AGUASCALIENTES CONVENCION,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,10,2
12150,2024-10-11,QUERETARO LUIS PASTEUR,CHOFER SUCURSAL,Reposición de tarjeta vales,0,Administración de personal ,10,11,1
6548,2024-10-11,CENTRAL CAMIONERA,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
11800,2024-10-11,QUERETARO AMERICAS,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
235,2024-10-11,CENTRAL CAMIONERA,EJECUTIVO TELEMARKETING REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
11522,2024-10-11,POZA RICA,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
5763,2024-10-11,AGUASCALIENTES CONVENCION,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Nómina,0,Administración de personal ,10,11,1
9855,2024-10-11,TAPACHULA,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
9130,2024-10-11,MERIDA MEXICO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,176351,Uniformes y EPP,10,11,5
9966,2024-10-11,MORELIA LIBRAMIENTO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
7964,2024-10-11,CANCUN AEROPUERTO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,176351,Uniformes y EPP,10,11,5
11062,2024-10-11,TOLUCA PINO SUAREZ,ASESOR DE VENTAS REFACCIONARIAS,Plan de pensión,0,Compensaciones y Beneficios ,10,11,2
100274,2024-10-11,EXPANSION,GERENTE DE EXPANSION,Plan de pensión,0,Compensaciones y Beneficios ,10,11,2
10901,2024-10-11,TULANCINGO,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,10,11,1
10343,2024-10-11,HERMOSILLO PERIFERICO,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
10864,2024-10-11,AGUASCALIENTES HACIENDAS,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
10785,2024-10-11,CUERNAVACA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
37,2024-10-11,CREDITO Y TESORERIA,GERENTE DE CREDITO Y TESORERIA,Plan de pensión,0,Compensaciones y Beneficios ,10,11,2
7932,2024-10-11,MANZANILLO,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
11358,2024-10-11,CEDIS,AUXILIAR DE ENVIOS,Reposición de uniforme y epp,176271,Uniformes y EPP,10,11,5
9274,2024-10-11,CORDOBA,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
10840,2024-10-11,IZTAPALAPA SANTA MARTHA,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,11,2
10200,2024-10-11,ZAMORA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,11,5
12485,2024-10-11,TOLUCA PINO SUAREZ,AYUDANTE MULTIFUNCIONAL,Solicitar beneficio,0,Compensaciones y Beneficios ,10,11,2
9115,2024-10-11,AGUASCALIENTES CONVENCION,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,10,11,1
11669,2024-10-11,TAPACHULA,ASESOR MOSTRADOR,Reposición de uniforme y epp,176356,Uniformes y EPP,10,11,5
11415,2024-10-14,MEXICALI LAZARO CARDENAS,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,176544,Uniformes y EPP,10,14,5
6578,2024-10-14,TRANSFORMACION DIGITAL,SCRUM MASTER DEVELOPER,Plan de pensión,0,Compensaciones y Beneficios ,10,14,2
6385,2024-10-14,TAPACHULA MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
11916,2024-10-14,COATZACOALCOS,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,176545,Uniformes y EPP,10,14,5
9318,2024-10-14,CENTRAL CAMIONERA,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,10,14,1
9020,2024-10-14,AGUASCALIENTES CONVENCION,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,10,14,1
10954,2024-10-14,TULANCINGO,ASESOR DE MOSTRADOR TEMPORAL,Nómina,0,Administración de personal ,10,14,1
3688,2024-10-14,CONTACT CENTER,COORDINADOR TELEMARKETING TALLERES,Acceso a plataforma,0,Universidad Apymsa ,10,14,6
11033,2024-10-14,TULANCINGO,PROMOTOR DE VENTAS,Consulta caratula,0,Administración de personal ,10,14,1
11618,2024-10-14,CD JUAREZ LA RAZA,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
11047,2024-10-14,SAN LUIS PEDRO MORENO,COORDINADOR DE MOSTRADOR,Universidad Apymsa ,0,Universidad Apymsa ,10,14,6
5029,2024-10-14,MINATITLAN,PROMOTOR DE VENTAS,Reposición de uniforme y epp,176546,Uniformes y EPP,10,14,5
6828,2024-10-14,OAXACA,ASESOR DE VENTAS REFACCIONARIAS,Activación de examen,0,Universidad Apymsa ,10,14,6
7638,2024-10-14,OJO DE AGUA,GERENTE REGIONAL REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,14,5
10177,2024-10-14,DURANGO,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
7928,2024-10-14,URUAPAN,COORDINADOR DE MOSTRADOR,Reposición de tarjeta vales,176550,Administración de personal ,10,14,1
9386,2024-10-14,CAMPECHE,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,14,5
12284,2024-10-14,IXTAPALUCA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,14,5
7994,2024-10-14,TEHUACAN PUEBLA,COORDINADOR DE MOSTRADOR,Nómina,0,Administración de personal ,10,14,1
10945,2024-10-14,TULANCINGO,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,10,14,1
10901,2024-10-14,TULANCINGO,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,10,14,1
10022,2024-10-14,BELISARIO DOMINGUEZ,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
11451,2024-10-14,HERMOSILLO PERIFERICO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
11516,2024-10-14,TEHUACAN PUEBLA,ASESOR DE MOSTRADOR TEMPORAL,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
10813,2024-10-14,SALTILLO,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,14,5
4586,2024-10-14,TUXTLA GUTIERREZ,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
12150,2024-10-14,QUERETARO LUIS PASTEUR,CHOFER SUCURSAL,Reposición de tarjeta vales,0,Administración de personal ,10,14,1
10152,2024-10-14,ENSENADA BCS,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,10,14,1
11763,2024-10-14,MORELIA MADERO,AYUDANTE MULTIFUNCIONAL,Nómina,0,Administración de personal ,10,14,1
11339,2024-10-14,CHIHUAHUA CHURUBUSCO,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Administración de personal ,10,14,1
9676,2024-10-14,LA PAZ,MOTOCICLISTA DE SUCURSAL,Reposición de tarjeta vales,172581,Administración de personal ,10,14,1
460,2024-10-14,IRAPUATO,GERENTE UNIDAD DE NEGOCIO,Plan de pensión,0,Compensaciones y Beneficios ,10,14,2
4166,2024-10-14,MORELIA LIBRAMIENTO,ASESOR DE VENTAS EMPRESAS,Plan de pensión,0,Compensaciones y Beneficios ,10,14,2
10277,2024-10-14,CD VALLES SLP,EJECUTIVO DE LOGISTICA,Solicitar beneficio,0,Compensaciones y Beneficios ,10,14,2
12073,2024-10-14,MINATITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,14,5
9293,2024-10-14,VALLEJO,CHOFER SUCURSAL,Reposición de uniforme y epp,171896,Uniformes y EPP,10,14,5
10174,2024-10-14,MONCLOVA,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,14,2
10330,2024-10-14,CEDIS,AUXILIAR DE EMPAQUE,Reposición de uniforme y epp,177178,Uniformes y EPP,10,14,5
5945,2024-10-14,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,177525,Uniformes y EPP,10,14,5
961,2024-10-15,TOLUCA,ASESOR DE VENTAS REFACCIONARIAS,Reposición de tarjeta vales,176941,Administración de personal ,10,15,1
10840,2024-10-15,IZTAPALAPA SANTA MARTHA,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,15,2
11713,2024-10-15,TOLUCA PINO SUAREZ,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,15,5
10713,2024-10-15,AGUASCALIENTES HACIENDAS,GERENTE UNIDAD DE NEGOCIO,Universidad Apymsa ,0,Universidad Apymsa ,10,15,6
9101,2024-10-15,COLIMA,PROMOTOR DE VENTAS,Duda sobre bono,0,Compensaciones y Beneficios ,10,15,2
11738,2024-10-15,CULIACAN FCO I MADERO,MOTOCICLETA DE SUCURSAL TEMPORAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,15,5
11451,2024-10-15,HERMOSILLO PERIFERICO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,10,15,2
5033,2024-10-15,VALLEJO,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,0,Administración de personal ,10,15,1
10785,2024-10-15,CUERNAVACA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,10,15,5
7956,2024-10-15,MEXICALI LAZARO CARDENAS,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,10,15,5
12132,2024-10-16,IRAPUATO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,177522,Uniformes y EPP,10,16,5
6621,2024-10-16,LEON ALDAMA,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
8168,2024-10-16,FRESNILLO,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,16,2
8624,2024-10-16,VILLAHERMOSA,ASESOR DE VENTAS MOTOCICLETA,Cuenta workplace,0,Administración de personal ,10,16,1
11862,2024-10-16,OPERACIONES RETAIL,GERENTE DE OPERACIONES RETAIL,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
37,2024-10-16,CREDITO Y TESORERIA,GERENTE DE CREDITO Y TESORERIA,Plan de pensión,0,Compensaciones y Beneficios ,10,16,2
8723,2024-10-16,GUASAVE,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Compensaciones y Beneficios ,10,16,2
4877,2024-10-16,ZACATECAS GUADALUPE,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
2230,2024-10-16,AGUASCALIENTES CONVENCION,GERENTE UNIDAD DE NEGOCIO,Activación de examen,0,Universidad Apymsa ,10,16,6
7174,2024-10-16,FRESNILLO,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,10,16,2
9863,2024-10-16,QUERETARO NACION,GERENTE REGIONAL EMPRESAS,Solicitar beneficio,0,Compensaciones y Beneficios ,10,16,2
8223,2024-10-16,CALIDAD Y SEGURIDAD,TECNICO DE CALIDAD,Reposición de uniforme y epp,177320,Uniformes y EPP,10,16,5
11770,2024-10-16,SAN LUIS PEDRO MORENO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Duda sobre bono,0,Administración de personal ,10,16,1
10598,2024-10-16,CEDIS,AUXILIAR DE EMPAQUE,Reposición de uniforme y epp,177345,Uniformes y EPP,10,16,5
11502,2024-10-16,COLIMA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,177523 ,Uniformes y EPP,10,16,5
12532,2024-10-16,TAMPICO NORTE,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
1634,2024-10-16,TAMPICO CENTRO,EJECUTIVO TELEMARKETING REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
12553,2024-10-16,CENTRAL CAMIONERA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
10993,2024-10-16,SANTA CATARINA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,10,16,5
